ZM 1 imOhms X,ZM 1 imOhms Y
8660000000,-83.44398423661437
8670000000,-83.42465684899754
8680000000,-83.37731152436446
8690000000,-83.33007011501709
8700000000,-83.2549629016316
8710000000,-83.23589705106573
8720000000,-83.18896440755962
8730000000,-83.1142775649849
8740000000,-83.09540444464307
8750000000,-83.02099457864946
8760000000,-83.0022483400241
8770000000,-82.95582052914614
8780000000,-82.90949224133193
8790000000,-82.86326300127675
8800000000,-82.81713233647548
8810000000,-82.74353800847094
8820000000,-82.72516485404766
8830000000,-82.67932710323865
8840000000,-82.60613205567834
8850000000,-82.58794126854663
8860000000,-82.54239226638812
8870000000,-82.4969385994262
8880000000,-82.45157981459185
8890000000,-82.37903797175238
8900000000,-82.36114509112734
8910000000,-82.28886031437163
8920000000,-82.27108451806598
8930000000,-82.22619343037729
8940000000,-82.15428981647948
8950000000,-82.13668745763431
8960000000,-82.09207170182073
8970000000,-82.04754685560567
8980000000,-81.97614331043542
8990000000,-81.95876817698682
9000000000,-81.91451349121083
9010000000,-81.8703480099628
9020000000,-81.82627131208784
9030000000,-81.78228297920316
9040000000,-81.73838259495133
9050000000,-81.69456974500979
9060000000,-81.65084401728897
9070000000,-81.60720500193653
9080000000,-81.56365229140971
9090000000,-81.52018548000574
9100000000,-81.4768041644751
9110000000,-81.43350794320369
9120000000,-81.36378399748584
9130000000,-81.32068837910738
9140000000,-81.30412586498662
9150000000,-81.23474806549324
9160000000,-81.19190258791986
9170000000,-81.17549539104554
9180000000,-81.13278377053234
9190000000,-81.06386022113287
9200000000,-81.02134284086118
9210000000,-81.00513913441179
9220000000,-80.93655091066051
9230000000,-80.92044742966145
9240000000,-80.87822186297225
9250000000,-80.83607598928407
9260000000,-80.79400943759144
9270000000,-80.7520218390592
9280000000,-80.68409079638037
9290000000,-80.66828203602044
9300000000,-80.62652910330512
9310000000,-80.58485366770208
9320000000,-80.54325537018947
9330000000,-80.50173385300953
9340000000,-80.43444250651986
9350000000,-80.41891974017284
9360000000,-80.37762643915043
9370000000,-80.33640850780446
9380000000,-80.29526559814019
9390000000,-80.22849437604756
9400000000,-80.18752878346976
9410000000,-80.17228354571458
9420000000,-80.13143727846183
9430000000,-80.09066431968692
9440000000,-80.04996433222713
9450000000,-80.00933698072433
9460000000,-79.96878193122558
9470000000,-79.92829885199043
9480000000,-79.8878874126012
9490000000,-79.8475472847452
9500000000,-79.80727814173923
9510000000,-79.76707965844938
9520000000,-79.70160795275031
9530000000,-79.68689337940856
9540000000,-79.62161506779391
9550000000,-79.60698588129873
9560000000,-79.56713588059466
9570000000,-79.52735462498978
9580000000,-79.48764180127098
9590000000,-79.44799709759776
9600000000,-79.40842020442609
9610000000,-79.36891081301702
9620000000,-79.32946861686827
9630000000,-79.2900933107765
9640000000,-79.25078459125371
9650000000,-79.21154215638479
9660000000,-79.17236570569831
9670000000,-79.13325494079318
9680000000,-79.09420956425711
9690000000,-79.05522928053702
9700000000,-79.01631379544453
9710000000,-78.97746281650517
9720000000,-78.91385116938793
9730000000,-78.89995321527384
9740000000,-78.8612940154669
9750000000,-78.79794773839667
9760000000,-78.75943958987742
9770000000,-78.74569538664596
9780000000,-78.68261108573648
9790000000,-78.66894261293187
9800000000,-78.63065927836004
9810000000,-78.59243760824434
9820000000,-78.55427732665595
9830000000,-78.51617815879526
9840000000,-78.47813983157106
9850000000,-78.44016207347451
9860000000,-78.40224461421295
9870000000,-78.36438718482862
9880000000,-78.32658951799768
9890000000,-78.28885134771168
9900000000,-78.25117240939832
9910000000,-78.21355243968623
9920000000,-78.1759911768435
9930000000,-78.13848836055516
9940000000,-78.10104373168862
9950000000,-78.06365703243964
9960000000,-78.02632800641057
9970000000,-77.96482750098222
9980000000,-77.95184195586764
9990000000,-77.91468442513056
10000000000,-77.87758355589719
10010000000,-77.84053909832525
10020000000,-77.80355080420721
10030000000,-77.7666184261866
10040000000,-77.72974171893492
10050000000,-77.66887116178776
10060000000,-77.65615433964965
